,Title,Organization,Skills,Ratings,Review counts,Metadata
205,Entrepreneurship,University of Pennsylvania," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",4.8,4.8(5.4K reviews),Beginner · Specialization · 3 - 6 Months
206,People and Soft Skills for Professional and Personal Success,IBM," Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",4.6,4.6(708 reviews),Beginner · Specialization · 1 - 3 Months
207,Salesforce Sales Operations,Salesforce," Sales, Salesforce, Customer Relationship Management, Sales Systems, Account Management, Leadership and Management, Strategy and Operations, Business Process Management, Customer Success, Marketing, Operations Management, Strategy, B2B Sales, Data Visualization Software, Databases, Business Analysis, Data Visualization",4.6,4.6(1.2K reviews),Beginner · Professional Certificate · 3 - 6 Months
208,"Influencing: Storytelling, Change Management and Governance",Macquarie University," Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Innovation, People Management, Regulations and Compliance, Storytelling",4.8,4.8(3.6K reviews),Beginner · Specialization · 3 - 6 Months
209,Generative AI: Introduction and Applications,IBM, Natural Language Processing,4.6,4.6(75 reviews),Beginner · Course · 1 - 4 Weeks
210,"Assets, Threats, and Vulnerabilities",Google," Cryptography, Linux",4.8,4.8(1.3K reviews),Beginner · Course · 1 - 4 Weeks
211,Genomic Data Science,Johns Hopkins University," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",4.5,4.5(6.2K reviews),Intermediate · Specialization · 3 - 6 Months
212,The Business of Health Care,University of Pennsylvania," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",4.6,4.6(1.8K reviews),Beginner · Specialization · 3 - 6 Months
213,Diseño de Experiencia del Usuario (UX) de Google,Google," User Experience, User Experience Design, Research and Design, Visual Design, Communication, Design and Product, Persona Research, Product Design, User Research, Adaptability, Graphic Design, Collaboration, Leadership and Management, Mobile Development, Planning, Web Design, Audit",4.8,4.8(3.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
214,Organizational Analysis,Stanford University," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",4.6,4.6(1.4K reviews),Beginner · Course · 1 - 3 Months
215,Six Sigma Yellow Belt,University System of Georgia," Process Analysis, Strategy and Operations, Leadership and Management, Data Analysis, Business Analysis, Business Process Management, Performance Management, Probability & Statistics, Operational Analysis, Organizational Development, Problem Solving, Project Management, General Statistics, Planning, Statistical Analysis, Statistical Tests, Critical Thinking, Basic Descriptive Statistics, Operations Management, Statistical Visualization, Correlation And Dependence, Customer Relationship Management, Probability Distribution, Collaboration, Entrepreneurship, Business Psychology, Communication",4.6,4.6(9K reviews),Beginner · Specialization · 3 - 6 Months
216,Analyze Data to Answer Questions,Google," Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",4.6,4.6(9.9K reviews),Beginner · Course · 1 - 4 Weeks
217,Strategic Leadership and Management,University of Illinois at Urbana-Champaign," Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",4.8,4.8(8.8K reviews),Beginner · Specialization · 3 - 6 Months
218,Machine Learning on Google Cloud,Google Cloud," Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",4.5,4.5(9.6K reviews),Intermediate · Specialization · 3 - 6 Months
219,Cybersecurity Fundamentals,IBM," System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",4.8,4.8(411 reviews),Beginner · Specialization · 3 - 6 Months
220,Human Resource Management: HR for People Managers,University of Minnesota," Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, People Analysis, Visualization (Computer Graphics), Benefits, Business Analysis, Culture",4.8,4.8(14K reviews),Beginner · Specialization · 3 - 6 Months
221,U.S. Federal Taxation,University of Illinois at Urbana-Champaign," Taxes, Accounting, Financial Accounting, Finance, Critical Thinking, General Accounting, Regulations and Compliance, Financial Analysis, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Problem Solving, Benefits",4.8,4.8(831 reviews),Intermediate · Specialization · 3 - 6 Months
222,Algorithms for Battery Management Systems,University of Colorado Boulder," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",4.7,4.7(2.4K reviews),Intermediate · Specialization · 3 - 6 Months
223,Google Project Management,Google," Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Conflict Management, Emotional Intelligence, People Management, C++ Programming, People Analysis, Critical Thinking, Network Security, Adaptability, Organizational Development, Project Management, Culture",4.6,4.6(174 reviews),Beginner · Professional Certificate · 3 - 6 Months
224,Fundamentals of Project Planning and Management,University of Virginia," Project Management, Strategy and Operations, Leadership and Management, Planning",4.7,4.7(9.5K reviews),Beginner · Course · 1 - 4 Weeks
225,Medical Billing and Coding Fundamentals,MedCerts," Communication, Critical Thinking, Leadership and Management",4.8,4.8(254 reviews),Beginner · Specialization · 3 - 6 Months
226,Data Analysis with R Programming,Google," R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",4.8,4.8(9K reviews),Beginner · Course · 1 - 3 Months
227,"Product Ideation, Design, and Management","University of Maryland, College Park"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation",4.5,4.5(492 reviews),Beginner · Specialization · 3 - 6 Months
228,Foundations of Management,IESE Business School,,4.8,4.8(4.7K reviews),Beginner · Specialization · 3 - 6 Months
229,Getting started with Google Workspace,Google Cloud,,4.7,4.7(1.4K reviews),Beginner · Specialization · 3 - 6 Months
230,Tools for Data Science,IBM,,4.5,4.5(28K reviews),Beginner · Course · 1 - 3 Months
231,Think like a CFO,IESE Business School,,4.8,4.8(5.8K reviews),Beginner · Specialization · 3 - 6 Months
232,Bookkeeping Basics,Intuit,,4.6,4.6(4.1K reviews),Beginner · Course · 1 - 4 Weeks
233,Stanford Introduction to Food and Health,Stanford University,,4.7,4.7(30K reviews),Beginner · Course · 1 - 3 Months
234,Machine Learning with Python,IBM,,4.7,4.7(15K reviews),Intermediate · Course · 1 - 3 Months
235,Risk Management,New York Institute of Finance,,4.6,4.6(709 reviews),Beginner · Specialization · 3 - 6 Months
236,Creative Writing,Wesleyan University,,4.6,4.6(5.9K reviews),Beginner · Specialization · 3 - 6 Months
237,Google Data Analytics,Google,,4.4,4.4(134 reviews),Beginner · Professional Certificate · 3 - 6 Months
238,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,,4.6,4.6(3.5K reviews),Beginner · Specialization · 3 - 6 Months
239,Google Cloud Digital Leader Training,Google Cloud,,4.8,4.8(3.8K reviews),Beginner · Professional Certificate · 3 - 6 Months
240,Global Procurement and Sourcing,Rutgers the State University of New Jersey," Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",4.7,4.7(1.9K reviews),Beginner · Specialization · 3 - 6 Months
